Index,STRUCTURE_NUMBER_008,STRUCTURE_LEN_MT_049,DECK_WIDTH_MT_052,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,Road_class,FUTURE_ADT_114,PERCENT_ADT_TRUCK_109,DETOUR_KILOS_019,HAZUS_classficiation,site_class,DEGREES_SKEW_034,MAIN_UNIT_SPANS_045,maint_duration,rehab_duration,recon_duration,Age,DECK_STRUCTURE_TYPE_107,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,Vertical_clearance
1299,13291,55.5,26.9,6,4,Minor,18228,0.04,18,HWB22,B,18,2,30,180,360,8,1,8,8,8,99.99
1300,13300,19.8,19.1,2,1,Minor,26398,0.05,6,HWB10,B,18,3,30,180,360,36,1,7,7,5,99.99
1302,13315,21.9,24.3,2,1,Minor,8780,0.02,6,HWB10,B,0,3,30,180,360,4,1,7,7,7,99.99
1304,13330,19.2,14.2,3,2,Minor,7410,0.1,6,HWB3,B,45,1,30,180,360,37,1,7,7,6,99.99
1311,13400,9.8,12,1,11,Minor,2248,0.1,6,HWB3,B,30,1,30,180,360,19,1,6,6,6,99.99
1312,13410,11.4,9.5,1,2,Minor,1571,0.25,5,HWB3,B,45,1,30,180,360,3,1,7,7,6,99.99
1313,13420,8.8,9.5,1,2,Minor,2248,0.1,5,HWB3,B,15,1,30,180,360,34,1,6,7,6,99.99
1316,13450,19.2,11.1,2,1,Minor,1855,0.1,8,HWB10,B,38,3,30,180,360,23,1,5,5,6,99.99
1317,13461,25.8,10.1,2,1,Minor,1370,0.14,16,HWB10,B,40,3,30,180,360,2,1,9,9,9,99.99
1318,13470,26.5,12.9,2,1,Minor,3684,0.1,8,HWB10,B,0,3,30,180,360,24,1,7,7,7,99.99
1319,13480,64,12.9,6,2,Minor,3684,0.1,8,HWB22,B,0,4,30,180,360,27,1,7,7,7,99.99
1320,13490,49.7,12.3,4,2,Minor,3518,0.1,11,HWB15,B,25,3,30,180,360,17,1,6,7,7,99.99
1322,13510,11.9,10.7,5,6,Minor,3876,0.1,8,HWB3,B,0,1,30,180,360,16,1,7,8,7,99.99
1324,13551,49.6,10.5,6,6,NHS,2860,0.04,2,HWB22,B,25,3,30,180,360,5,1,8,8,7,99.99
1325,13561,49.6,10.5,6,6,NHS,2750,0.04,2,HWB22,B,25,3,30,180,360,5,1,7,8,7,99.99
1326,13570,43.4,12.6,4,2,NHS,6170,0.03,2,HWB15,B,10,2,30,180,360,5,1,7,8,7,99.99
1327,13580,43.4,12.6,4,2,NHS,6230,0.05,2,HWB15,B,10,2,30,180,360,5,1,7,8,7,99.99
1328,13585,270.1,12.5,4,2,NHS,12286,0.03,2,HWB1,B,15,7,30,180,360,8,1,6,7,6,99.99
1329,13586,270.1,12.5,4,2,NHS,12935,0.03,2,HWB1,B,15,7,30,180,360,28,1,7,8,6,99.99
1330,13610,28.3,21.5,2,1,NHS,16176,0.02,11,HWB10,B,0,3,30,180,360,34,1,5,5,6,99.99
1332,13630,98.8,16.9,4,2,NHS,16176,0.02,11,HWB15,B,66,9,30,180,360,36,1,7,7,5,99.99
1333,13640,27.1,22,2,1,NHS,16176,0.02,11,HWB10,B,0,3,30,180,360,26,1,6,6,7,99.99
1335,13660,29.3,22.9,6,2,NHS,14505,0.06,6,HWB22,B,99,3,30,180,360,29,1,5,6,5,99.99
1336,13670,11.9,28.7,5,2,NHS,12530,0.1,6,HWB3,B,15,1,30,180,360,17,1,7,8,7,99.99
1338,13690,12.8,28.7,1,11,NHS,9724,0.1,10,HWB3,B,0,1,30,180,360,80,1,5,6,5,99.99
1340,13710,65.2,23,4,2,NHS,11507,0.1,8,HWB15,B,53,3,30,180,360,35,1,7,6,7,99.99
1341,13720,49.4,22.7,1,11,NHS,11507,0.1,2,HWB5,B,30,3,30,180,360,28,1,7,6,6,99.99
1344,13750,21.6,15.6,2,1,NHS,6264,0.1,2,HWB10,B,15,3,30,180,360,25,1,6,6,7,99.99
1345,13751,21.6,19.2,2,1,NHS,6264,0.09,2,HWB10,B,15,3,30,180,360,25,1,6,6,5,99.99
1346,13760,45.4,16.9,4,2,NHS,15645,0.1,10,HWB15,B,26,2,30,180,360,34,1,5,8,5,99.99
1347,13770,16.8,28.5,1,2,NHS,14674,0.13,10,HWB5,B,0,2,30,180,360,23,1,7,6,5,99.99
1349,13790,52.4,26.5,1,11,NHS,26943,0.1,8,HWB5,B,15,2,30,180,360,34,1,6,6,6,99.99
1350,13810,29.6,30.7,2,1,NHS,34845,0.06,5,HWB10,B,15,3,30,180,360,29,1,6,6,7,99.99
1351,13830,19.8,25.5,1,11,NHS,38480,0.05,29,HWB3,B,15,1,30,180,360,16,1,7,8,7,99.99
1352,13950,44.5,30.3,6,2,Major,33345,0.05,6,HWB22,B,20,3,30,180,360,10,1,7,8,7,99.99
1353,13960,54.3,20.2,2,2,Minor,41998,0.1,3,HWB10,B,0,3,30,180,360,6,1,6,6,6,99.99
1354,13970,24.4,22.9,1,11,Major,20344,0.05,2,HWB3,B,30,1,30,180,360,78,N,6,6,7,99.99
1355,13980,9.1,23.3,1,1,Major,12466,0.05,2,HWB3,B,0,1,30,180,360,22,1,6,6,7,99.99
1356,13990,27.7,13.1,2,1,Minor,13686,0.1,6,HWB10,B,0,3,30,180,360,18,1,7,7,8,99.99
1357,13991,27.7,13.1,2,1,Minor,13686,0.1,6,HWB10,B,0,3,30,180,360,18,1,7,7,8,99.99
1360,14020,41.1,18.4,6,2,Minor,9169,0.1,3,HWB22,B,10,3,30,180,360,27,1,7,8,8,99.99
1361,14030,57.8,18.5,4,2,Minor,14404,0.1,3,HWB15,B,0,3,30,180,360,23,1,5,6,6,99.99
1366,14080,52.4,17.9,1,11,Minor,23672,0.1,11,HWB5,B,20,3,30,180,360,33,N,7,6,6,99.99
1367,14090,50.5,21.7,6,2,Minor,16000,0.1,10,HWB22,B,20,3,30,180,360,23,1,7,8,8,99.99
1368,14100,12.2,20.6,1,11,Minor,14232,0.1,5,HWB3,B,0,1,30,180,360,66,N,6,5,6,99.99
1372,14170,176.8,25.4,6,4,Major,44846,0.05,16,HWB1,B,99,5,30,180,360,20,1,7,7,7,99.99
1375,14202,1644.4,10.4,3,10,NHS,28000,0.05,2,HWB1,B,0,4,30,180,360,63,1,6,5,6,6.04
1376,14204,1654.1,11,3,10,NHS,28000,0.05,2,HWB1,B,0,7,30,180,360,55,1,6,5,6,5.46
1378,14220,118.9,13.1,6,2,NHS,26640,0.05,2,HWB22,B,0,9,30,180,360,25,1,6,6,6,99.99
1379,14230,118.3,16.3,4,2,NHS,25630,0.12,2,HWB15,B,0,5,30,180,360,2,1,9,7,7,99.99
1380,14240,118.9,17.4,6,2,NHS,26640,0.05,2,HWB22,B,0,9,30,180,360,34,1,6,6,6,99.99
1381,14250,368.8,13,4,2,NHS,26640,0.05,2,HWB1,B,0,15,30,180,360,35,1,7,7,7,99.99
1382,14260,368.8,11.1,4,2,NHS,26640,0.05,2,HWB1,B,0,15,30,180,360,35,1,5,6,6,99.99
1383,14265,368.8,11.7,4,2,NHS,187,0.05,14,HWB1,B,0,17,30,180,360,30,1,7,7,7,99.99
1384,14270,47.4,15.4,4,2,NHS,30330,0.16,2,HWB15,B,5,2,30,180,360,5,1,7,7,7,99.99
1385,14280,47.4,15.4,4,2,NHS,30330,0.16,2,HWB15,B,5,2,30,180,360,5,1,7,7,7,99.99
1386,14290,50.6,28.7,4,2,NHS,61797,0.05,5,HWB15,B,0,3,30,180,360,24,1,7,6,7,99.99
1387,14300,83.8,11.1,4,2,NHS,30899,0.05,2,HWB15,B,0,3,30,180,360,24,1,6,7,7,99.99
1388,14310,61.3,9.1,3,10,NHS,30899,0.05,2,HWB3,B,0,1,30,180,360,50,1,4,4,6,4.49
1389,14320,83.5,8.4,4,2,NHS,14100,0.07,2,HWB15,B,0,3,30,180,360,3,1,7,7,8,99.99
1391,14340,18.5,13.3,3,2,NHS,16990,0.05,2,HWB3,B,15,1,30,180,360,30,1,7,7,7,99.99
1392,14350,29,13,2,1,NHS,16990,0.05,2,HWB10,B,10,3,30,180,360,34,1,6,6,8,99.99
1393,14360,10.4,17.3,1,2,NHS,16990,0.05,2,HWB3,B,0,1,30,180,360,44,1,7,7,7,99.99
1394,14362,10.4,17.3,1,2,NHS,16990,0.05,2,HWB3,B,0,1,30,180,360,44,1,7,7,7,99.99
1396,14390,10.4,12.7,1,2,NHS,19530,0.18,2,HWB3,B,0,1,30,180,360,6,1,5,5,6,99.99
1397,14400,10.4,12.7,1,2,NHS,19530,0.1,2,HWB3,B,0,1,30,180,360,6,1,5,5,6,99.99
1401,14440,34.1,13,2,1,NHS,15716,0.1,2,HWB10,B,9,3,30,180,360,4,1,7,7,7,99.99
1402,14450,34.1,13,2,1,NHS,15716,0.1,2,HWB10,B,9,3,30,180,360,4,1,7,7,7,99.99
1403,14458,69.5,22.6,6,4,Minor,142,0.1,5,HWB22,B,1,2,30,180,360,23,1,7,7,8,99.99
1404,14460,57.9,17.9,6,4,Minor,2053,0.1,5,HWB22,B,24,2,30,180,360,17,1,7,7,7,99.99
1405,14461,20.1,18.4,5,2,Minor,2053,0.1,5,HWB3,B,22,1,30,180,360,17,1,7,7,8,99.99
1406,14470,56.7,11.1,4,2,NHS,14229,0.1,2,HWB15,B,42,3,30,180,360,27,1,6,6,5,99.99
1407,14480,56.7,11.1,4,2,NHS,14229,0.1,2,HWB15,B,42,3,30,180,360,27,1,5,6,6,99.99
1408,14490,24.4,11.1,2,2,NHS,14229,0.1,2,HWB10,B,0,3,30,180,360,26,1,6,6,6,99.99
1409,14500,26.2,14.7,2,2,NHS,14229,0.1,2,HWB10,B,0,3,30,180,360,26,1,5,6,7,99.99
1410,14510,28,14.7,2,2,NHS,9168,0.1,2,HWB10,B,0,3,30,180,360,26,1,6,6,6,99.99
1411,14520,24.4,11.1,2,2,NHS,9168,0.1,2,HWB10,B,0,3,30,180,360,26,1,5,5,6,99.99
1412,14530,40.5,13.3,4,2,NHS,9168,0.1,2,HWB15,B,0,3,30,180,360,26,1,6,6,7,99.99
1413,14540,40.5,13.3,4,2,NHS,9168,0.1,2,HWB15,B,0,3,30,180,360,26,1,6,6,7,99.99
1414,14550,84.1,19.6,4,2,NHS,17242,0.1,2,HWB15,B,15,3,30,180,360,32,1,5,6,5,99.99
1415,14560,732.7,19.8,4,3,NHS,17889,0.1,10,HWB1,B,0,16,30,180,360,20,1,6,6,7,99.99
1416,14570,39.9,13,2,1,NHS,9314,0.1,2,HWB10,B,30,5,30,180,360,24,1,6,6,7,99.99
1417,14580,39.9,13,2,1,NHS,9314,0.1,2,HWB10,B,30,5,30,180,360,24,1,6,6,7,99.99
1418,14590,37.2,13,2,1,NHS,9314,0.1,2,HWB10,B,20,3,30,180,360,24,1,7,7,7,99.99
1419,14600,37.2,13,2,1,NHS,9314,0.1,2,HWB10,B,20,3,30,180,360,24,1,6,6,7,99.99
1420,14610,62.8,16.6,4,2,NHS,13547,0.05,2,HWB15,B,42,4,30,180,360,24,1,7,6,7,99.99
1421,14620,62.8,12.9,4,2,NHS,13547,0.05,2,HWB15,B,42,4,30,180,360,24,1,7,7,7,99.99
1422,14630,62.5,11.1,4,2,NHS,13547,0.05,2,HWB15,B,29,3,30,180,360,4,1,6,7,7,99.99
1423,14640,62.5,11.1,4,2,NHS,13547,0.05,2,HWB15,B,29,3,30,180,360,4,1,6,7,7,99.99
1424,14650,37.2,16.9,2,1,NHS,13547,0.05,2,HWB10,B,8,3,30,180,360,11,1,5,5,7,99.99
1425,14660,37.2,18,2,1,NHS,13547,0.05,2,HWB10,B,8,3,30,180,360,28,1,5,5,7,99.99
1426,14670,66.1,24.5,4,2,Minor,23879,0.05,3,HWB15,B,8,4,30,180,360,2,1,6,6,7,99.99
1427,14680,36,12.9,5,2,NHS,15857,0.05,2,HWB17,B,0,3,30,180,360,34,1,6,7,6,99.99
1428,14690,36,12.9,5,2,NHS,15857,0.05,2,HWB17,B,0,3,30,180,360,34,1,7,7,7,99.99
1429,14700,44.2,11.1,4,2,NHS,31712,0.05,2,HWB15,B,30,3,30,180,360,3,1,8,7,7,4.54
1430,14710,106.1,11.1,4,2,NHS,14908,0.21,2,HWB15,B,26,6,30,180,360,3,1,9,9,8,99.99
1431,14720,110,11.1,4,2,NHS,14908,0.21,2,HWB15,B,26,6,30,180,360,3,1,9,9,8,99.99
1432,14730,61.9,10.5,4,2,Minor,2470,0.05,2,HWB15,B,29,4,30,180,360,19,1,6,7,7,99.99
1433,14740,49.4,13.9,2,2,NHS,16720,0.15,2,HWB10,B,15,3,30,180,360,12,1,7,8,8,99.99
1434,14750,49.4,13.9,2,2,NHS,16720,0.05,2,HWB10,B,15,3,30,180,360,13,1,7,8,8,99.99
1435,14780,51.2,13,4,2,NHS,8765,0.1,2,HWB15,B,0,3,30,180,360,36,1,6,5,6,99.99
1436,14790,51.2,13,4,2,NHS,8765,0.1,2,HWB15,B,0,3,30,180,360,25,1,6,6,7,99.99
1437,14800,63.1,13,4,2,NHS,8765,0.1,2,HWB15,B,35,3,30,180,360,36,1,6,6,7,99.99
1438,14810,63.1,13,4,2,NHS,8765,0.1,2,HWB15,B,35,3,30,180,360,36,1,6,6,7,99.99
1440,14820,53.6,13.1,4,2,NHS,8473,0.05,2,HWB15,B,30,3,30,180,360,25,1,6,6,7,99.99
1441,14830,53.6,13.1,4,2,NHS,8473,0.05,2,HWB15,B,30,3,30,180,360,25,1,6,6,7,99.99
1442,14840,50,13.2,4,2,NHS,8155,0.1,2,HWB15,B,25,3,30,180,360,15,1,7,7,7,99.99
1443,14850,49.7,13.2,4,2,NHS,8155,0.1,2,HWB15,B,25,3,30,180,360,15,1,7,8,8,99.99
1444,14860,87.8,13,4,2,NHS,10434,0.1,2,HWB15,B,15,3,30,180,360,20,1,7,7,7,99.99
1445,14870,87.7,12.6,4,2,NHS,10002,0.1,2,HWB15,B,15,3,30,180,360,20,1,7,7,7,99.99
1446,14880,27.7,13,2,1,NHS,8484,0.1,2,HWB10,B,10,3,30,180,360,15,1,7,7,7,99.99
1447,14890,27.7,13,2,1,NHS,8484,0.1,2,HWB10,B,10,3,30,180,360,15,1,7,7,7,99.99
1448,14900,18.3,16.6,2,1,NHS,12129,0.1,2,HWB10,B,27,3,30,180,360,19,1,6,6,6,99.99
1449,14910,18.9,12.6,2,1,NHS,12129,0.1,2,HWB10,B,27,3,30,180,360,19,1,7,7,7,99.99
1451,14930,51.5,13.3,6,2,NHS,26036,0.05,2,HWB22,B,15,3,30,180,360,27,1,7,8,7,99.99
1452,14940,51.5,17,6,2,NHS,26036,0.05,2,HWB22,B,15,3,30,180,360,26,1,7,8,7,99.99
1453,14950,12.4,12.8,1,11,NHS,21635,0.1,2,HWB3,B,0,1,30,180,360,27,1,7,7,7,99.99
1454,14960,16.7,12.8,1,11,NHS,21635,0.1,2,HWB3,B,0,1,30,180,360,26,1,6,7,8,99.99
1456,14975,78.3,28.6,4,2,NHS,38733,0.03,108,HWB15,B,0,3,30,180,360,34,1,7,7,7,99.99
1457,14990,52.1,11.1,2,2,Major,6460,0.04,2,HWB10,B,15,3,30,180,360,38,1,5,6,6,99.99
1458,15000,52.1,11.1,2,2,Major,6460,0.04,2,HWB10,B,15,3,30,180,360,38,1,5,6,7,99.99
1459,15010,59.2,11.3,4,2,Major,3076,0.05,2,HWB15,B,43,3,30,180,360,4,1,7,6,6,99.99
1460,15020,59.2,11.3,4,2,Major,3076,0.05,2,HWB15,B,43,3,30,180,360,3,1,7,8,6,99.99
1461,15030,77,11.1,2,2,Major,3076,0.05,2,HWB10,B,0,3,30,180,360,22,1,6,6,6,99.99
1462,15040,77,11.1,2,2,Major,3076,0.05,2,HWB10,B,0,3,30,180,360,22,1,6,6,7,99.99
1463,15050,67.8,11.1,4,2,Major,10463,0.05,2,HWB15,B,27,4,30,180,360,38,1,5,6,5,99.99
1464,15060,20.4,16.8,1,11,Minor,4320,0.1,5,HWB3,B,0,1,30,180,360,67,1,7,6,7,99.99
1465,15080,116.4,14.2,4,2,Minor,5526,0.07,19,HWB15,B,30,5,30,180,360,10,1,6,7,7,99.99
1466,15090,48.5,12.3,6,2,Minor,6149,0.06,19,HWB22,B,8,3,30,180,360,21,1,8,7,8,99.99
1468,15100,26.7,14.3,2,1,Minor,4501,0.08,24,HWB10,B,0,3,30,180,360,32,1,7,7,6,99.99
1469,15120,21.6,12.5,1,11,Minor,3559,0.1,35,HWB3,B,0,1,30,180,360,27,1,6,5,6,99.99
1470,15130,94.6,12.5,1,11,Minor,1750,0.12,3,HWB5,B,0,3,30,180,360,4,1,6,7,6,99.99
1471,15140,41.8,12.5,1,11,Minor,3089,0.1,3,HWB5,B,0,2,30,180,360,27,1,6,6,6,99.99
1472,15150,20.7,12.1,5,2,Minor,2532,0.07,10,HWB3,B,20,1,30,180,360,21,1,7,8,8,99.99
1473,15160,9.4,13.2,1,1,Minor,3069,0.1,6,HWB3,B,0,1,30,180,360,23,1,7,7,6,99.99
1474,15170,19.2,12.6,3,2,Minor,3786,0.1,10,HWB3,B,45,1,30,180,360,25,1,7,6,6,99.99
1475,15180,33.7,14.2,2,1,Minor,3033,0.13,16,HWB10,B,25,3,30,180,360,36,1,6,6,6,99.99
1476,15190,55.5,11.1,2,2,Minor,3033,0.13,16,HWB10,B,15,3,30,180,360,26,1,7,7,7,99.99
1477,15220,61.4,13,4,2,Minor,3648,0.12,2,HWB15,B,2,4,30,180,360,13,1,7,8,7,99.99
1478,15230,61.4,13,4,2,Minor,3302,0.1,2,HWB15,B,2,4,30,180,360,13,1,7,8,7,99.99
1479,15240,66.8,13,6,4,Minor,2857,0.12,2,HWB22,B,0,3,30,180,360,13,1,7,8,7,99.99
1480,15250,66.8,13,6,4,Minor,6980,0.12,2,HWB22,B,0,3,30,180,360,13,1,7,8,7,99.99
1483,15290,31.7,14.3,2,1,Minor,4888,0.1,6,HWB10,B,15,3,30,180,360,33,1,6,6,8,99.99
1484,15300,31.4,13.3,1,11,Minor,5596,0.15,3,HWB5,B,0,2,30,180,360,60,1,6,6,6,99.99
1486,15320,294.7,14.2,4,2,Minor,13245,0.05,63,HWB1,B,0,6,30,180,360,38,1,5,8,6,99.99
1487,15330,62.5,14.7,6,5,Minor,10582,0.06,6,HWB22,B,34,3,30,180,360,27,1,6,7,7,99.99
1489,15345,74.4,8.5,4,2,Minor,1026,0.16,5,HWB15,B,28,2,30,180,360,27,1,7,7,6,99.99
1493,15365,34.4,13,6,2,NHS,3338,0.1,2,HWB22,B,0,3,30,180,360,27,1,6,7,7,99.99
1494,15366,35.4,13,6,2,NHS,2600,0.1,2,HWB22,B,0,3,30,180,360,27,1,6,8,7,99.99
1495,15370,27.3,13,2,1,NHS,1815,0.5,2,HWB10,B,0,3,30,180,360,5,1,6,6,7,99.99
1496,15371,27.3,13,2,1,NHS,1815,0.5,2,HWB10,B,0,3,30,180,360,5,1,6,6,7,99.99
1497,15380,27.4,14.2,2,1,NHS,2386,0.27,2,HWB10,B,0,3,30,180,360,7,1,7,7,8,99.99
1498,15385,28,19.7,2,1,NHS,2042,0.58,2,HWB10,B,0,3,30,180,360,44,1,7,7,8,99.99
1499,15390,99.5,13.1,4,2,NHS,2257,0.62,2,HWB15,B,40,4,30,180,360,11,1,8,8,6,99.99
1500,15400,104.3,13.1,4,2,NHS,2257,0.62,2,HWB15,B,40,4,30,180,360,11,1,7,8,7,99.99
1501,15410,28,13,2,1,NHS,2751,0.08,2,HWB10,B,0,3,30,180,360,4,1,5,5,7,99.99
1502,15420,28,13,2,1,NHS,2751,0.08,2,HWB10,B,0,3,30,180,360,4,1,5,5,7,99.99
1504,15450,68.3,11.2,4,2,NHS,4403,0.1,2,HWB15,B,0,3,30,180,360,5,1,8,7,7,99.99
1505,15460,68.3,11.2,4,2,NHS,4403,0.1,2,HWB15,B,0,3,30,180,360,5,1,9,7,7,99.99
1506,15470,10.1,13.2,1,2,NHS,3846,0.1,2,HWB3,B,33,1,30,180,360,68,1,5,6,6,99.99
1507,15480,10.2,13.2,1,2,NHS,3846,0.1,2,HWB3,B,30,1,30,180,360,68,1,6,6,5,99.99
1508,15490,70.4,13.2,4,2,NHS,3610,0.1,2,HWB15,B,42,5,30,180,360,16,1,7,8,8,99.99
1509,15500,70,13.2,4,2,NHS,3970,0.1,2,HWB15,B,42,5,30,180,360,16,1,7,8,7,99.99
1511,15520,28.3,13.9,2,1,NHS,4139,0.34,2,HWB10,B,15,3,30,180,360,5,1,7,7,7,99.99
1512,15530,36,13.9,2,1,NHS,4139,0.34,2,HWB10,B,30,3,30,180,360,5,1,5,5,7,99.99
1513,15540,74.4,13.2,4,2,NHS,6946,0.1,2,HWB15,B,12,3,30,180,360,25,1,7,7,7,99.99
1514,15550,74.1,12.9,4,2,NHS,6946,0.1,2,HWB15,B,12,3,30,180,360,26,1,6,7,7,99.99
1516,15570,78.9,11.3,4,2,NHS,4090,0.3,2,HWB15,B,23,4,30,180,360,2,1,8,6,8,99.99
1517,15580,78.9,11.3,4,2,NHS,4310,0.3,2,HWB15,B,23,4,30,180,360,2,1,8,6,7,99.99
1518,15590,29,13.8,2,1,NHS,6946,0.1,2,HWB10,B,16,3,30,180,360,13,1,6,5,7,99.99
1519,15600,27.1,13.8,2,1,NHS,7640,0.1,2,HWB10,B,16,3,30,180,360,13,1,5,5,6,99.99
1520,15610,29,13.8,2,1,NHS,7640,0.1,2,HWB10,B,7,3,30,180,360,27,1,5,5,6,99.99
1521,15620,29,13.8,2,1,NHS,7640,0.1,2,HWB10,B,7,3,30,180,360,13,1,5,6,7,99.99
1523,15630,19.8,22.1,3,2,NHS,33707,0.05,6,HWB3,B,53,1,30,180,360,5,1,7,7,6,99.99
1524,15640,125.6,25.4,6,4,NHS,60525,0.18,2,HWB22,B,10,4,30,180,360,19,1,7,5,5,99.99
1525,15651,50.3,22.6,2,4,NHS,66400,0.04,5,HWB10,B,19,3,30,180,360,2,1,7,8,7,99.99
1528,15670,53,24.4,6,2,NHS,48198,0.05,2,HWB22,B,30,2,30,180,360,24,1,6,7,7,99.99
1529,15680,77.7,30.4,4,6,Major,45931,0.05,2,HWB15,B,0,2,30,180,360,28,1,7,6,7,99.99
1530,15684,323.7,9.8,4,6,NHS,10795,0.05,6,HWB1,B,99,8,30,180,360,28,1,6,7,7,99.99
1531,15690,272.5,20.9,4,2,Major,32299,0.05,2,HWB1,B,27,10,30,180,360,26,1,5,6,6,99.99
1532,15700,79.9,24.9,6,2,Major,19306,0.18,2,HWB22,B,30,5,30,180,360,18,1,5,7,7,99.99
1533,15720,15.2,12.1,1,11,Minor,3376,0.1,6,HWB3,B,0,1,30,180,360,70,N,7,7,8,99.99
1536,15750,77.4,10.9,4,2,Minor,2507,0.03,13,HWB15,B,31,3,30,180,360,34,1,6,5,5,99.99
1537,15760,63.7,10.9,4,2,Minor,2507,0.03,13,HWB15,B,38,3,30,180,360,34,1,6,7,5,99.99
1538,15770,26.2,13.6,5,2,Minor,2938,0.04,6,HWB3,B,0,1,30,180,360,35,1,6,6,6,99.99
1539,15780,30.2,11.5,5,2,Minor,1477,0.1,6,HWB3,B,0,1,30,180,360,16,1,8,7,7,99.99
1540,15790,80.8,7.6,3,10,Minor,1177,0.03,8,HWB3,B,0,1,30,180,360,42,1,6,6,6,4.43
1541,15801,28.3,10.3,5,4,Minor,1510,0.04,16,HWB3,B,40,1,30,180,360,7,1,7,9,9,99.99
1543,15810,177.5,10.5,1,11,Minor,5796,0.01,10,HWB1,B,0,3,30,180,360,12,1,7,7,8,99.99
1546,15830,54.9,7.6,3,10,Minor,1326,0.05,2,HWB3,B,0,1,30,180,360,46,1,6,5,6,4.46
1547,15840,28.7,10.5,6,5,Minor,2590,0.05,6,HWB22,B,8,3,30,180,360,40,1,6,6,6,99.99
1550,15850,28,11.1,2,1,Minor,2591,0.04,11,HWB10,B,30,3,30,180,360,29,1,6,6,7,99.99
1551,15860,24.7,13.5,2,1,Minor,4083,0.06,6,HWB10,B,19,3,30,180,360,28,1,6,6,6,99.99
1552,15870,15.5,9.6,3,2,Minor,1328,0.06,5,HWB3,B,30,1,30,180,360,38,1,7,6,5,99.99
1556,15880,133,11.9,6,2,Minor,12881,0.02,14,HWB22,B,20,6,30,180,360,14,1,7,8,7,99.99
1557,15890,16.5,9.3,5,5,Minor,1145,0.1,11,HWB3,B,0,1,30,180,360,40,1,6,7,5,99.99
1559,15902,51.8,11.7,6,1,Minor,2400,0.1,10,HWB22,B,25,3,30,180,360,13,1,6,6,7,99.99
1560,15910,31.7,10.1,5,5,Minor,1067,0.1,10,HWB17,B,0,3,30,180,360,25,1,7,6,5,99.99
1561,15920,12.8,9.3,5,5,Minor,2669,0.1,6,HWB3,B,0,1,30,180,360,40,1,6,7,6,99.99
1562,15930,33.8,14.2,6,2,Minor,2851,0.1,6,HWB22,B,0,3,30,180,360,41,1,6,6,7,99.99
1563,15940,39.3,13.6,2,1,Minor,3277,0.1,10,HWB10,B,15,3,30,180,360,36,1,5,5,5,99.99
1564,15950,30.2,13.6,6,2,Minor,4160,0.1,10,HWB22,B,0,3,30,180,360,52,1,6,6,6,99.99
1565,15955,314.2,14.3,4,3,NHS,15320,0.1,8,HWB1,B,0,4,30,180,360,24,1,6,6,6,99.99
1566,15960,26.5,13.1,1,11,NHS,7266,0.1,6,HWB3,B,0,1,30,180,360,26,1,7,7,8,99.99
1567,15970,61,11.1,6,2,NHS,7519,0.14,51,HWB22,B,0,3,30,180,360,28,1,6,7,7,99.99
1569,15990,31.7,14.1,2,1,NHS,14819,0.14,14,HWB10,B,37,3,30,180,360,19,1,7,7,7,99.99
1570,16000,26.2,13,2,1,NHS,17295,0.1,14,HWB10,B,30,3,30,180,360,19,1,5,5,7,99.99
1571,16010,38.4,13.3,1,11,NHS,16846,0.1,10,HWB5,B,0,2,30,180,360,23,1,6,7,7,99.99
1572,16030,62.2,13.4,1,11,NHS,9930,0.13,2,HWB5,B,15,3,30,180,360,51,N,7,7,6,99.99
1573,16040,13.1,10.3,1,11,NHS,6650,0.16,8,HWB3,B,15,1,30,180,360,3,1,8,7,7,99.99
1575,16050,24.7,13.3,5,2,NHS,6912,0.15,11,HWB3,B,20,1,30,180,360,21,1,7,7,7,99.99
1576,16060,51.2,14.7,6,2,NHS,5600,0.1,10,HWB22,B,30,3,30,180,360,27,1,6,7,7,99.99
1578,16070,121.3,14.2,4,2,NHS,5600,0.1,8,HWB15,B,0,5,30,180,360,18,1,6,6,7,99.99
1579,16080,54,14.4,4,2,NHS,5600,0.1,8,HWB15,B,30,3,30,180,360,4,1,7,7,7,99.99
1581,16090,12.8,13.4,1,11,NHS,10234,0.12,8,HWB3,B,0,1,30,180,360,59,N,7,6,7,99.99
1582,16100,29.9,14.5,5,4,NHS,10364,0.09,5,HWB3,B,21,1,30,180,360,14,1,6,7,7,99.99
1583,16107,17.1,26.1,5,6,NHS,21037,0.07,6,HWB3,B,0,1,30,180,360,17,1,8,8,8,99.99
1584,16110,30.2,26.3,2,1,NHS,16670,0.05,3,HWB10,B,40,3,30,180,360,17,1,6,6,7,99.99
1586,16130,127.8,26.5,4,2,NHS,15960,0.05,13,HWB15,B,0,3,30,180,360,6,1,6,7,7,99.99
1587,16140,28.3,14.3,5,6,NHS,11642,0.16,8,HWB3,B,45,1,30,180,360,27,1,7,7,7,99.99
1588,16150,64,14.4,4,2,NHS,11468,0.15,2,HWB15,B,50,3,30,180,360,24,1,7,7,6,99.99
1590,16170,39.3,11.1,1,2,NHS,10774,0.19,23,HWB5,B,0,3,30,180,360,20,1,5,5,5,99.99
1591,16193,104.5,15,6,4,NHS,11915,0.13,2,HWB22,B,0,3,30,180,360,24,1,7,6,7,99.99
